...1,2010 CS Code,2010 County Set Name,2010 County Set Description,FIPS State Code,FIPS County Code,2010 County Population,2010 Total CS Population
1368,51CS042,Page+Shenandoah,Page,51,139,24042,66035
,"","",Shenandoah,51,171,41993,
,"","","","","",,
1369,51CS043,Portsmouth (city),Portsmouth (city),51,740,95535,95535
,"","","","","",,
1370,51CS044,Prince Edward and Nearby Counties,Buckingham,51,029,17146,88843
,"","",Charlotte,51,037,12586,
,"","",Cumberland,51,049,10052,
,"","",Fluvanna,51,065,25691,
,"","",Prince Edward,51,147,23368,
,"","","","","",,
1371,51CS045,Prince William,Prince William,51,153,402002,402002
,"","","","","",,
,"","","","","",,
1372,51CS046,Pulaski+Radford (city),Pulaski,51,155,34872,51280
,"","",Radford (city),51,750,16408,
,"","","","","",,
1373,51CS047,Richmond (city),Richmond (city),51,760,204214,204214
,"","","","","",,
1374,51CS048,Roanoke (city),Roanoke (city),51,770,97032,97032
,"","","","","",,
1375,51CS049,Southampton and Nearby Counties and Independent Cities,Emporia (city),51,595,5927,99737
,"","",Franklin (city),51,620,8582,
,"","",Greensville,51,081,12243,
,"","",Isle of Wight,51,093,35270,
,"","",Southampton,51,175,18570,
,"","",Surry,51,181,7058,
,"","",Sussex,51,183,12087,
,"","","","","",,
1376,51CS050,Stafford,Stafford,51,179,128961,128961
,"","","","","",,
1377,51CS051,Suffolk (city),Suffolk (city),51,800,84585,84585
,"","","","","",,
1378,51CS052,Westmoreland and Nearby Counties,King George,51,099,23584,74013
,"","",Lancaster,51,103,11391,
,"","",Northumberland,51,133,12330,
,"","",Richmond (county),51,159,9254,
,"","",Westmoreland,51,193,17454,
,"","","","","",,
1379,51CS053,York,York,51,199,65464,65464
,"","","","","",,
,"","",Washington,"","",,6724540
,"","","","","",,
1380,53CS001,Adams+Grant,Adams,53,001,18728,107848
,"","",Grant,53,025,89120,
,"","","","","",,
1381,53CS002,Asotin+Columbia+Garfield+Whitman,Asotin,53,003,21623,72743
,"","",Columbia,53,013,4078,
,"","",Garfield,53,023,2266,
,"","",Whitman,53,075,44776,
,"","","","","",,
1382,53CS003,Benton,Benton,53,005,175177,175177
,"","","","","",,
1383,53CS004,Chelan+Kittitas,Chelan,53,007,72453,113368
,"","",Kittitas,53,037,40915,
,"","","","","",,
1384,53CS005,Clallam+Jefferson,Clallam,53,009,71404,101276
,"","",Jefferson,53,031,29872,
,"","","","","",,
1385,53CS006,Clark,Clark,53,011,425363,425363
,"","","","","",,
1386,53CS007,Cowlitz+Klickitat+Skamania+Wahkiakum,Cowlitz,53,015,102410,137772
,"","",Klickitat,53,039,20318,
,"","",Skamania,53,059,11066,
,"","",Wahkiakum,53,069,3978,
,"","","","","",,
1387,53CS008,Douglas+Okanogan,Douglas,53,017,38431,79551
,"","",Okanogan,53,047,41120,
,"","","","","",,
1388,53CS009,Ferry+Lincoln+Pend Oreille+Stevens,Ferry,53,019,7551,74653
,"","",Lincoln,53,043,10570,
,"","",Pend Oreille,53,051,13001,
,"","",Stevens,53,065,43531,
,"","","","","",,
1389,53CS010,Franklin,Franklin,53,021,78163,78163
,"","","","","",,
1390,53CS011,Grays Harbor+Pacific,Grays Harbor,53,027,72797,93717
,"","",Pacific,53,049,20920,
,"","","","","",,
1391,53CS012,Island,Island,53,029,78506,78506
,"","","","","",,
1392,53CS013,King,King,53,033,1931249,1931249
,"","","","","",,
1393,53CS014,Kitsap,Kitsap,53,035,251133,251133
,"","","","","",,
1394,53CS015,Lewis,Lewis,53,041,75455,75455
,"","","","","",,
1395,53CS016,Mason,Mason,53,045,60699,60699
,"","","","","",,
1396,53CS017,Pierce,Pierce,53,053,795225,795225
,"","","","","",,
1397,53CS018,San Juan+Skagit,San Juan,53,055,15769,132670
,"","",Skagit,53,057,116901,
,"","","","","",,
1398,53CS019,Snohomish,Snohomish,53,061,713335,713335
,"","","","","",,
1399,53CS020,Spokane,Spokane,53,063,471221,471221
,"","","","","",,
1400,53CS021,Thurston,Thurston,53,067,252264,252264
,"","","","","",,
1401,53CS022,Walla Walla,Walla Walla,53,071,58781,58781
,"","","","","",,
1402,53CS023,Whatcom,Whatcom,53,073,201140,201140
,"","","","","",,
1403,53CS024,Yakima,Yakima,53,077,243231,243231
,"","","","","",,
,"","",West Virginia,"","",,1852994
,"","","","","",,
1404,54CS001,Barbour+Pocahontas+Randolph+Tucker,Barbour,54,001,16589,61854
,"","",Pocahontas,54,075,8719,
,"","",Randolph,54,083,29405,
,"","",Tucker,54,093,7141,
,"","","","","",,
1405,54CS002,Berkeley+Morgan,Berkeley,54,003,104169,121710
,"","",Morgan,54,065,17541,
,"","","","","",,
1406,54CS003,Boone+Lincoln+Logan,Boone,54,005,24629,83092
,"","",Lincoln,54,043,21720,
,"","",Logan,54,045,36743,
,"","","","","",,
1407,54CS004,Braxton+Gilmer+Lewis+Upshur,Braxton,54,007,14523,63842
,"","",Gilmer,54,021,8693,
,"","",Lewis,54,041,16372,
,"","",Upshur,54,097,24254,
,"","","","","",,
1408,54CS005,Brooke+Hancock,Brooke,54,009,24069,54745
,"","",Hancock,54,029,30676,
,"","","","","",,
1409,54CS006,Cabell,Cabell,54,011,96319,96319
,"","","","","",,
1410,54CS007,Clay+Fayette+Nicholas+Webster,Clay,54,015,9386,90812
,"","",Fayette,54,019,46039,
,"","",Nicholas,54,067,26233,
,"","",Webster,54,101,9154,
,"","","","","",,
1411,54CS008,Greenbrier+Monroe+Summers,Greenbrier,54,025,35480,62909
,"","",Monroe,54,063,13502,
,"","",Summers,54,089,13927,
,"","","","","",,
1412,54CS009,Hardy and Nearby Counties,Grant,54,023,11937,85833
,"","",Hampshire,54,027,23964,
,"","",Hardy,54,031,14025,
,"","",Mineral,54,057,28212,
,"","",Pendleton,54,071,7695,
,"","","","","",,
1413,54CS010,Harrison+Taylor,Harrison,54,033,69099,85994
,"","",Taylor,54,091,16895,
,"","","","","",,
1414,54CS011,Jackson and Nearby Counties,Calhoun,54,013,7627,84805
,"","",Jackson,54,035,29211,
,"","",Mason,54,053,27324,
,"","",Roane,54,087,14926,
,"","",Wirt,54,105,5717,
,"","","","","",,
1415,54CS012,Jefferson,Jefferson,54,037,53498,53498
,"","","","","",,
1416,54CS013,Kanawha,Kanawha,54,039,193063,193063
,"","","","","",,
1417,54CS014,McDowell+Mercer,McDowell,54,047,22113,84377
,"","",Mercer,54,055,62264,
,"","","","","",,
1418,54CS015,Marion,Marion,54,049,56418,56418
,"","","","","",,
1419,54CS016,Marshall+Ohio,Marshall,54,051,33107,77550
,"","",Ohio,54,069,44443,
,"","","","","",,
1420,54CS017,Mingo+Wayne,Mingo,54,059,26839,69320
,"","",Wayne,54,099,42481,
,"","","","","",,
1421,54CS018,Monongalia+Preston,Monongalia,54,061,96189,129709
,"","",Preston,54,077,33520,
,"","","","","",,
1422,54CS019,Putnam,Putnam,54,079,55486,55486
,"","","","","",,
1423,54CS020,Raleigh+Wyoming,Raleigh,54,081,78859,102655
,"","",Wyoming,54,109,23796,
,"","","","","",,
1424,54CS021,Tyler and Nearby Counties,Doddridge,54,017,8202,52047
,"","",Pleasants,54,073,7605,
,"","",Ritchie,54,085,10449,
,"","",Tyler,54,095,9208,
,"","",Wetzel,54,103,16583,
,"","","","","",,
1425,54CS022,Wood,Wood,54,107,86956,86956
,"","","","","",,
,"","",Wisconsin,"","",,5686986
,"","","","","",,
1426,55CS001,Adams+Juneau+Monroe+Vernon,Adams,55,001,20875,121985
,"","",Juneau,55,057,26664,
,"","",Monroe,55,081,44673,
,"","",Vernon,55,123,29773,
,"","","","","",,
1427,55CS002,Ashland+Bayfield+Douglas+Price,Ashland,55,003,16157,89489
,"","",Bayfield,55,007,15014,
,"","",Douglas,55,031,44159,
,"","",Price,55,099,14159,
,"","","","","",,
1428,55CS003,Barron+Sawyer+Washburn,Barron,55,005,45870,78338
,"","",Sawyer,55,113,16557,
,"","",Washburn,55,129,15911,
,"","","","","",,
1429,55CS004,Brown,Brown,55,009,248007,248007
,"","","","","",,
1430,55CS005,Buffalo+Jackson+Pepin+Trempealeau,Buffalo,55,011,13587,70321
,"","",Jackson,55,053,20449,
,"","",Pepin,55,091,7469,
,"","",Trempealeau,55,121,28816,
,"","","","","",,
1431,55CS006,Burnett+Polk,Burnett,55,013,15457,59662
,"","",Polk,55,095,44205,
,"","","","","",,
1432,55CS007,Calumet+Winnebago,Calumet,55,015,48971,215965
,"","",Winnebago,55,139,166994,
,"","","","","",,
1433,55CS008,Chippewa+Rusk,Chippewa,55,017,62415,77170
,"","",Rusk,55,107,14755,
,"","","","","",,
1434,55CS009,Clark+Taylor,Clark,55,019,34690,55379
,"","",Taylor,55,119,20689,
,"","","","","",,
1435,55CS010,Columbia,Columbia,55,021,56833,56833
,"","","","","",,
1436,55CS011,Crawford+Grant+Richland,Crawford,55,023,16644,85873
,"","",Grant,55,043,51208,
,"","",Richland,55,103,18021,
,"","","","","",,
1437,55CS012,Dane,Dane,55,025,488073,488073
,"","","","","",,
1438,55CS013,Dodge,Dodge,55,027,88759,88759
,"","","","","",,
1439,55CS014,Door+Kewaunee+Manitowoc,Door,55,029,27785,129801
,"","",Kewaunee,55,061,20574,
,"","",Manitowoc,55,071,81442,
,"","","","","",,
1440,55CS015,Dunn+Eau Claire,Dunn,55,033,43857,142593
,"","",Eau Claire,55,035,98736,
,"","","","","",,
1441,55CS016,Florence+Forest+Marinette+Oconto,Florence,55,037,4423,93136
,"","",Forest,55,041,9304,
,"","",Marinette,55,075,41749,
,"","",Oconto,55,083,37660,
,"","","","","",,
1442,55CS017,Fond du Lac,Fond du Lac,55,039,101633,101633
,"","","","","",,
1443,55CS018,Green+Iowa+Lafayette,Green,55,045,36842,77365
,"","",Iowa,55,049,23687,
,"","",Lafayette,55,065,16836,
,"","","","","",,
1444,55CS019,Green Lake+Marquette+Waushara,Green Lake,55,047,19051,58951
,"","",Marquette,55,077,15404,
,"","",Waushara,55,137,24496,
,"","","","","",,
1445,55CS020,Iron+Oneida+Vilas,Iron,55,051,5916,63344
,"","",Oneida,55,085,35998,
,"","",Vilas,55,125,21430,
,"","","","","",,
1446,55CS021,Jefferson,Jefferson,55,055,83686,83686
,"","","","","",,
1447,55CS022,Kenosha,Kenosha,55,059,166426,166426
,"","","","","",,
1448,55CS023,La Crosse,La Crosse,55,063,114638,114638
,"","","","","",,
1449,55CS024,Langlade+Lincoln+Menominee+Shawano,Langlade,55,067,19977,94901
,"","",Lincoln,55,069,28743,
,"","",Menominee,55,078,4232,
,"","",Shawano,55,115,41949,
,"","","","","",,
1450,55CS025,Marathon,Marathon,55,073,134063,134063
,"","","","","",,
1451,55CS026,Milwaukee,Milwaukee,55,079,947735,947735
,"","","","","",,
1452,55CS027,Outagamie,Outagamie,55,087,176695,176695
,"","","","","",,
1453,55CS028,Ozaukee,Ozaukee,55,089,86395,86395
,"","","","","",,
1454,55CS029,Pierce+St. Croix,Pierce,55,093,41019,125364
,"","",St. Croix,55,109,84345,
,"","","","","",,
1455,55CS030,Portage,Portage,55,097,70019,70019
,"","","","","",,
1456,55CS031,Racine,Racine,55,101,195408,195408
,"","","","","",,
1457,55CS032,Rock,Rock,55,105,160331,160331
,"","","","","",,
1458,55CS033,Sauk,Sauk,55,111,61976,61976
,"","","","","",,
1459,55CS034,Sheboygan,Sheboygan,55,117,115507,115507
,"","","","","",,
1460,55CS035,Walworth,Walworth,55,127,102228,102228
,"","","","","",,
1461,55CS036,Washington,Washington,55,131,131887,131887
,"","","","","",,
1462,55CS037,Waukesha,Waukesha,55,133,389891,389891
,"","","","","",,
1463,55CS038,Waupaca,Waupaca,55,135,52410,52410
,"","","","","",,
1464,55CS039,Wood,Wood,55,141,74749,74749
,"","","","","",,
,"","",Wyoming,"","",,563626
,"","","","","",,
1465,56CS001,Big Horn+Hot Springs+Park+Washakie,Big Horn,56,003,11668,53218
,"","",Hot Springs,56,017,4812,
,"","",Park,56,029,28205,
,"","",Washakie,56,043,8533,
,"","","","","",,
1466,56CS002,Fremont+Lincoln+Sublette+Teton,Fremont,56,013,40123,89770
,"","",Lincoln,56,023,18106,
,"","",Sublette,56,035,10247,
,"","",Teton,56,039,21294,
,"","","","","",,
1467,56CS003,Laramie,Laramie,56,021,91738,91738
,"","","","","",,
1468,56CS004,Natrona,Natrona,56,025,75450,75450
,"","","","","",,
1469,56CS005,Northeast Wyoming,Campbell,56,005,46133,98109
,"","",Crook,56,011,7083,
,"","",Johnson,56,019,8569,
,"","",Sheridan,56,033,29116,
,"","",Weston,56,045,7208,
,"","","","","",,
1470,56CS006,"Southeast Wyoming, excluding Laramie",Albany,56,001,36299,90417
,"","",Carbon,56,007,15885,
,"","",Converse,56,009,13833,
,"","",Goshen,56,015,13249,
,"","",Niobrara,56,027,2484,
,"","",Platte,56,031,8667,
,"","","","","",,
1471,56CS007,Sweetwater+Uinta,Sweetwater,56,037,43806,64924
,"","",Uinta,56,041,21118,
,"","","","","",,
1471,TOTAL COUNTY SETS,"","","","",,
