...1,2010 CS Code,2010 County Set Name,2010 County Set Description,FIPS State Code,FIPS County Code,2010 County Population,2010 Total CS Population
,"","",Harrison,28,047,187105,
,"","","","","",,
690,28CS018,Hinds,Hinds,28,049,245285,245285
,"","","","","",,
691,28CS019,Itawamba+Monroe,Itawamba,28,057,23401,60390
,"","",Monroe,28,095,36989,
,"","","","","",,
692,28CS020,Jackson,Jackson,28,059,139668,139668
,"","","","","",,
693,28CS021,Jefferson Davis+Lawrence+Marion,Jefferson Davis,28,065,12487,52504
,"","",Lawrence,28,077,12929,
,"","",Marion,28,091,27088,
,"","","","","",,
694,28CS022,Jones,Jones,28,067,67761,67761
,"","","","","",,
695,28CS023,Kemper+Neshoba+Noxubee+Winston,Kemper,28,069,10456,70875
,"","",Neshoba,28,099,29676,
,"","",Noxubee,28,103,11545,
,"","",Winston,28,159,19198,
,"","","","","",,
696,28CS024,Lafayette+Yalobusha,Lafayette,28,071,47351,60029
,"","",Yalobusha,28,161,12678,
,"","","","","",,
697,28CS025,Lamar,Lamar,28,073,55658,55658
,"","","","","",,
698,28CS026,Lauderdale+Newton,Lauderdale,28,075,80261,101981
,"","",Newton,28,101,21720,
,"","","","","",,
699,28CS027,Lee,Lee,28,081,82910,82910
,"","","","","",,
700,28CS028,Lowndes,Lowndes,28,087,59779,59779
,"","","","","",,
701,28CS029,Madison,Madison,28,089,95203,95203
,"","","","","",,
702,28CS030,Panola+Tate,Panola,28,107,34707,63593
,"","",Tate,28,137,28886,
,"","","","","",,
703,28CS031,Pearl River,Pearl River,28,109,55834,55834
,"","","","","",,
704,28CS032,Pike+Walthall,Pike,28,113,40404,55847
,"","",Walthall,28,147,15443,
,"","","","","",,
705,28CS033,Pontotoc+Union,Pontotoc,28,115,29957,57091
,"","",Union,28,145,27134,
,"","","","","",,
706,28CS034,Rankin+Scott,Rankin,28,121,141617,169881
,"","",Scott,28,123,28264,
,"","","","","",,
707,28CS035,Washington,Washington,28,151,51137,51137
,"","","","","",,
708,28CS036,Yazoo and Nearby Counties,Holmes,28,051,19198,62960
,"","",Humphreys,28,053,9375,
,"","",Issaquena,28,055,1406,
,"","",Sharkey,28,125,4916,
,"","",Yazoo,28,163,28065,
,"","","","","",,
,"","",Missouri,"","",,5988927
,"","","","","",,
709,29CS001,Andrew+Atchison+Holt+Nodaway,Andrew,29,003,17291,51258
,"","",Atchison,29,005,5685,
,"","",Holt,29,087,4912,
,"","",Nodaway,29,147,23370,
,"","","","","",,
710,29CS002,Audrain+Callaway,Audrain,29,007,25529,69861
,"","",Callaway,29,027,44332,
,"","","","","",,
711,29CS003,Barry+Lawrence+McDonald,Barry,29,009,35597,97314
,"","",Lawrence,29,109,38634,
,"","",McDonald,29,119,23083,
,"","","","","",,
712,29CS004,Benton+Henry+St. Clair,Benton,29,015,19056,51133
,"","",Henry,29,083,22272,
,"","",St. Clair,29,185,9805,
,"","","","","",,
713,29CS005,Bollinger+Madison+Stoddard+Wayne,Bollinger,29,017,12363,68078
,"","",Madison,29,123,12226,
,"","",Stoddard,29,207,29968,
,"","",Wayne,29,223,13521,
,"","","","","",,
714,29CS006,Boone,Boone,29,019,162642,162642
,"","","","","",,
715,29CS007,Buchanan,Buchanan,29,021,89201,89201
,"","","","","",,
716,29CS008,Butler+Carter+Ripley,Butler,29,023,42794,63159
,"","",Carter,29,035,6265,
,"","",Ripley,29,181,14100,
,"","","","","",,
717,29CS009,Camden+Miller+Moniteau+Morgan,Camden,29,029,44002,104922
,"","",Miller,29,131,24748,
,"","",Moniteau,29,135,15607,
,"","",Morgan,29,141,20565,
,"","","","","",,
718,29CS010,Cape Girardeau+Perry,Cape Girardeau,29,031,75674,94645
,"","",Perry,29,157,18971,
,"","","","","",,
719,29CS011,Carroll+Lafayette+Ray,Carroll,29,033,9295,66170
,"","",Lafayette,29,107,33381,
,"","",Ray,29,177,23494,
,"","","","","",,
720,29CS012,Cass,Cass,29,037,99478,99478
,"","","","","",,
721,29CS013,Christian,Christian,29,043,77422,77422
,"","","","","",,
722,29CS014,Clay,Clay,29,047,221939,221939
,"","","","","",,
723,29CS015,Cole,Cole,29,051,75990,75990
,"","","","","",,
724,29CS016,Crawford+Iron+Reynolds+Washington,Crawford,29,055,24696,67217
,"","",Iron,29,093,10630,
,"","",Reynolds,29,179,6696,
,"","",Washington,29,221,25195,
,"","","","","",,
725,29CS017,Dallas+Hickory+Polk,Dallas,29,059,16777,57541
,"","",Hickory,29,085,9627,
,"","",Polk,29,167,31137,
,"","","","","",,
726,29CS018,DeKalb and Nearby Counties,Caldwell,29,025,9424,69358
,"","",Clinton,29,049,20743,
,"","",Daviess,29,061,8433,
,"","",DeKalb,29,063,12892,
,"","",Gentry,29,075,6738,
,"","",Harrison,29,081,8957,
,"","",Worth,29,227,2171,
,"","","","","",,
727,29CS019,Dent+Phelps,Dent,29,065,15657,60813
,"","",Phelps,29,161,45156,
,"","","","","",,
728,29CS020,Douglas+Ozark+Texas+Wright,Douglas,29,067,13684,68230
,"","",Ozark,29,153,9723,
,"","",Texas,29,215,26008,
,"","",Wright,29,229,18815,
,"","","","","",,
729,29CS021,Dunklin+Pemiscot,Dunklin,29,069,31953,50249
,"","",Pemiscot,29,155,18296,
,"","","","","",,
730,29CS022,Franklin,Franklin,29,071,101492,101492
,"","","","","",,
731,29CS023,Gasconade+Montgomery+Warren,Gasconade,29,073,15222,59971
,"","",Montgomery,29,139,12236,
,"","",Warren,29,219,32513,
,"","","","","",,
732,29CS024,Greene,Greene,29,077,275174,275174
,"","","","","",,
733,29CS025,Grundy and Nearby Counties,Grundy,29,079,10261,53695
,"","",Linn,29,115,12761,
,"","",Livingston,29,117,15195,
,"","",Mercer,29,129,3785,
,"","",Putnam,29,171,4979,
,"","",Sullivan,29,211,6714,
,"","","","","",,
734,29CS026,Howell+Oregon+Shannon,Howell,29,091,40400,59722
,"","",Oregon,29,149,10881,
,"","",Shannon,29,203,8441,
,"","","","","",,
735,29CS027,Jackson,Jackson,29,095,674158,674158
,"","","","","",,
736,29CS028,Jasper,Jasper,29,097,117404,117404
,"","","","","",,
737,29CS029,Jefferson,Jefferson,29,099,218733,218733
,"","","","","",,
738,29CS030,Johnson,Johnson,29,101,52595,52595
,"","","","","",,
739,29CS031,Laclede+Webster,Laclede,29,105,35571,71773
,"","",Webster,29,225,36202,
,"","","","","",,
740,29CS032,Lincoln+Pike,Lincoln,29,113,52566,71082
,"","",Pike,29,163,18516,
,"","","","","",,
741,29CS033,Maries+Osage+Pulaski,Maries,29,125,9176,75328
,"","",Osage,29,151,13878,
,"","",Pulaski,29,169,52274,
,"","","","","",,
742,29CS034,Marion+Monroe+Ralls+Shelby,Marion,29,127,28781,54161
,"","",Monroe,29,137,8840,
,"","",Ralls,29,173,10167,
,"","",Shelby,29,205,6373,
,"","","","","",,
743,29CS035,Mississippi+New Madrid+Scott,Mississippi,29,133,14358,72505
,"","",New Madrid,29,143,18956,
,"","",Scott,29,201,39191,
,"","","","","",,
744,29CS036,Newton,Newton,29,145,58114,58114
,"","","","","",,
745,29CS037,Pettis+Saline,Pettis,29,159,42201,65571
,"","",Saline,29,195,23370,
,"","","","","",,
746,29CS038,Platte,Platte,29,165,89322,89322
,"","","","","",,
747,29CS039,Randolph and Nearby Counties,Chariton,29,041,7831,76556
,"","",Cooper,29,053,17601,
,"","",Howard,29,089,10144,
,"","",Macon,29,121,15566,
,"","",Randolph,29,175,25414,
,"","","","","",,
748,29CS040,St. Charles,St. Charles,29,183,360485,360485
,"","","","","",,
749,29CS041,Ste. Genevieve+St. Francois,"","","",,83504
,"","",Ste. Genevieve,29,186,18145,
,"","",St. Francois,29,187,65359,
,"","","","","",,
750,29CS042,St. Louis (city),St. Louis (city),29,510,319294,319294
,"","","","","",,
751,29CS043,St. Louis (county),St. Louis (county),29,189,998954,998954
,"","","","","",,
,"","","","","",,
752,29CS044,Scotland and Nearby Counties,Adair,29,001,25607,56362
,"","",Clark,29,045,7139,
,"","",Knox,29,103,4131,
,"","",Lewis,29,111,10211,
,"","",Schuyler,29,197,4431,
,"","",Scotland,29,199,4843,
,"","","","","",,
753,29CS045,Stone+Taney,Stone,29,209,32202,83877
,"","",Taney,29,213,51675,
,"","","","","",,
754,29CS046,Vernon and Nearby Counties,Barton,29,011,12402,72475
,"","",Bates,29,013,17049,
,"","",Cedar,29,039,13982,
,"","",Dade,29,057,7883,
,"","",Vernon,29,217,21159,
,"","","","","",,
,"","",Montana,"","",,989415
,"","","","","",,
755,30CS001,Beaverhead+Gallatin+Madison,Beaverhead,30,001,9246,106450
,"","",Gallatin,30,031,89513,
,"","",Madison,30,057,7691,
,"","","","","",,
756,30CS002,Cascade,Cascade,30,013,81327,81327
,"","","","","",,
757,30CS003,Deer Lodge and Nearby Counties,Deer Lodge,30,023,9298,93816
,"","",Granite,30,039,3079,
,"","",Powell,30,077,7027,
,"","",Ravalli,30,081,40212,
,"","",Silver Bow,30,093,34200,
,"","","","","",,
758,30CS004,Eastern Montana,Big Horn,30,003,12865,91338
,"","",Carter,30,011,1160,
,"","",Custer,30,017,11699,
,"","",Daniels,30,019,1751,
,"","",Dawson,30,021,8966,
,"","",Fallon,30,025,2890,
,"","",Garfield,30,033,1206,
,"","",McCone,30,055,1734,
,"","",Phillips,30,071,4253,
,"","",Powder River,30,075,1743,
,"","",Prairie,30,079,1179,
,"","",Richland,30,083,9746,
,"","",Roosevelt,30,085,10425,
,"","",Rosebud,30,087,9233,
,"","",Sheridan,30,091,3384,
,"","",Treasure,30,103,718,
,"","",Valley,30,105,7369,
,"","",Wibaux,30,109,1017,
,"","","","","",,
759,30CS005,Flathead,Flathead,30,029,90928,90928
,"","","","","",,
760,30CS006,Jefferson+Lewis and Clark,Jefferson,30,043,11406,74801
,"","",Lewis and Clark,30,049,63395,
,"","","","","",,
761,30CS007,Lake+Lincoln+Mineral+Sanders,Lake,30,047,28746,64069
,"","",Lincoln,30,053,19687,
,"","",Mineral,30,061,4223,
,"","",Sanders,30,089,11413,
,"","","","","",,
762,30CS008,Missoula,Missoula,30,063,109299,109299
,"","","","","",,
763,30CS009,North Central Montana,Blaine,30,005,6491,75840
,"","",Chouteau,30,015,5813,
,"","",Fergus,30,027,11586,
,"","",Glacier,30,035,13399,
,"","",Hill,30,041,16096,
,"","",Judith Basin,30,045,2072,
,"","",Liberty,30,051,2339,
,"","",Petroleum,30,069,494,
,"","",Pondera,30,073,6153,
,"","",Teton,30,099,6073,
,"","",Toole,30,101,5324,
,"","","","","",,
764,30CS010,South Central Montana,Broadwater,30,007,5612,53575
,"","",Carbon,30,009,10078,
,"","",Golden Valley,30,037,884,
,"","",Meagher,30,059,1891,
,"","",Musselshell,30,065,4538,
,"","",Park,30,067,15636,
,"","",Stillwater,30,095,9117,
,"","",Sweet Grass,30,097,3651,
,"","",Wheatland,30,107,2168,
,"","","","","",,
765,30CS011,Yellowstone,Yellowstone,30,111,147972,147972
,"","","","","",,
,"","",Nebraska,"","",,1687769
,"","","","","",,
766,31CS001,Banner and Nearby Counties,Banner,31,007,690,56521
,"","",Cheyenne,31,033,9998,
,"","",Kimball,31,105,3821,
,"","",Morrill,31,123,5042,
,"","",Scotts Bluff,31,157,36970,
,"","","","","",,
767,31CS002,Buffalo+Kearney+Sherman,Buffalo,31,019,46102,55743
,"","",Kearney,31,099,6489,
,"","",Sherman,31,163,3152,
,"","","","","",,
768,31CS003,Burt+Dakota+Thurston+Washington,Burt,31,021,6858,55038
,"","",Dakota,31,043,21006,
,"","",Thurston,31,173,6940,
,"","",Washington,31,177,20234,
,"","","","","",,
769,31CS004,Cuming and Nearby Counties,Cedar,31,027,8852,50230
,"","",Colfax,31,037,10515,
,"","",Cuming,31,039,9139,
,"","",Dixon,31,051,6000,
,"","",Stanton,31,167,6129,
,"","",Wayne,31,179,9595,
,"","","","","",,
770,31CS005,Dodge+Saunders,Dodge,31,053,36691,57471
,"","",Saunders,31,155,20780,
,"","","","","",,
771,31CS006,Douglas,Douglas,31,055,517110,517110
,"","","","","",,
772,31CS007,Frontier and Nearby Counties,Chase,31,029,3966,50030
,"","",Dawson,31,047,24326,
,"","",Dundy,31,057,2008,
,"","",Frontier,31,063,2756,
,"","",Gosper,31,073,2044,
,"","",Hayes,31,085,967,
,"","",Hitchcock,31,087,2908,
,"","",Red Willow,31,145,11055,
,"","","","","",,
773,31CS008,Hall,Hall,31,079,58607,58607
,"","","","","",,
774,31CS009,Howard+Merrick+Nance+Platte,Howard,31,093,6274,50091
,"","",Merrick,31,121,7845,
,"","",Nance,31,125,3735,
,"","",Platte,31,141,32237,
,"","","","","",,
775,31CS010,Lancaster,Lancaster,31,109,285407,285407
,"","","","","",,
776,31CS011,Lincoln and Nearby Counties,Deuel,31,049,1941,50869
,"","",Keith,31,101,8368,
,"","",Lincoln,31,111,36288,
,"","",Logan,31,113,763,
,"","",McPherson,31,117,539,
,"","",Perkins,31,135,2970,
,"","","","","",,
777,31CS012,Northwest Nebraska,Arthur,31,005,460,55041
,"","",Blaine,31,009,478,
,"","",Box Butte,31,013,11308,
,"","",Brown,31,017,3145,
,"","",Cherry,31,031,5713,
,"","",Custer,31,041,10939,
,"","",Dawes,31,045,9182,
,"","",Garden,31,069,2057,
,"","",Grant,31,075,614,
,"","",Hooker,31,091,736,
,"","",Keya Paha,31,103,824,
,"","",Loup,31,115,632,
,"","",Rock,31,149,1526,
,"","",Sheridan,31,161,5469,
,"","",Sioux,31,165,1311,
,"","",Thomas,31,171,647,
,"","","","","",,
778,31CS013,Saline and Nearby Counties,Fillmore,31,059,5890,59676
,"","",Gage,31,067,22311,
,"","",Jefferson,31,095,7547,
,"","",Nuckolls,31,129,4500,
,"","",Saline,31,151,14200,
,"","",Thayer,31,169,5228,
,"","","","","",,
779,31CS014,Sarpy,Sarpy,31,153,158840,158840
,"","","","","",,
780,31CS015,South Central Nebraska,Adams,31,001,31364,62513
,"","",Clay,31,035,6542,
,"","",Franklin,31,061,3225,
,"","",Furnas,31,065,4959,
,"","",Harlan,31,083,3423,
,"","",Phelps,31,137,9188,
,"","",Webster,31,181,3812,
,"","","","","",,
781,31CS016,Southeast Nebraska,Cass,31,025,25241,64582
,"","",Johnson,31,097,5217,
,"","",Nemaha,31,127,7248,
,"","",Otoe,31,131,15740,
,"","",Pawnee,31,133,2773,
,"","",Richardson,31,147,8363,
,"","","","","",,
782,31CS017,Wheeler and Nearby Counties,Antelope,31,003,6685,85232
,"","",Boone,31,011,5505,
,"","",Boyd,31,015,2099,
,"","",Garfield,31,071,2049,
,"","",Greeley,31,077,2538,
,"","",Holt,31,089,10435,
,"","",Knox,31,107,8701,
,"","",Madison,31,119,34876,
,"","",Pierce,31,139,7266,
,"","",Valley,31,175,4260,
,"","",Wheeler,31,183,818,
,"","","","","",,
783,31CS018,York and Nearby Counties,Butler,31,023,8395,53340
,"","",Hamilton,31,081,9124,
,"","",Polk,31,143,5406,
,"","",Seward,31,159,16750,
,"","",York,31,185,13665,
,"","","","","",,
,"","",Nevada,"","",,2598280
,"","","","","",,
784,32CS001,Carson City (city)+Douglas,Carson City (city),32,510,55274,102271
,"","",Douglas,32,005,46997,
,"","","","","",,
785,32CS002,Clark+Nye,Clark,32,003,1951269,1995215
,"","",Nye,32,023,43946,
,"","","","","",,
786,32CS003,Lyon and Nearby Counties,Churchill,32,001,24877,86422
,"","",Esmeralda,32,009,783,
,"","",Lyon,32,019,51980,
,"","",Mineral,32,021,4772,
,"","",Storey,32,029,4010,
,"","","","","",,
787,32CS004,"Northern Nevada, excluding Washoe",Elko,32,007,48818,95236
,"","",Eureka,32,011,1987,
,"","",Humboldt,32,013,16528,
,"","",Lander,32,015,5775,
,"","",Lincoln,32,017,5345,
,"","",Pershing,32,027,6753,
,"","",White Pine,32,033,10030,
,"","","","","",,
788,32CS005,Washoe,Washoe,32,031,421407,421407
,"","","","","",,
,"","",New Hampshire,"","",,1316470
,"","","","","",,
789,33CS001,Belknap+Carroll,Belknap,33,001,60088,107906
,"","",Carroll,33,003,47818,
,"","","","","",,
790,33CS002,Cheshire,Cheshire,33,005,77117,77117
,"","","","","",,
791,33CS003,Coos+Grafton,Coos,33,007,33055,122173
,"","",Grafton,33,009,89118,
,"","","","","",,
792,33CS004,Hillsborough,Hillsborough,33,011,400721,400721
,"","","","","",,
793,33CS005,Merrimack+Sullivan,Merrimack,33,013,146445,190187
,"","",Sullivan,33,019,43742,
,"","","","","",,
794,33CS006,Rockingham,Rockingham,33,015,295223,295223
,"","","","","",,
795,33CS007,Strafford,Strafford,33,017,123143,123143
,"","","","","",,
,"","",New Jersey,"","",,8791894
,"","","","","",,
796,34CS001,Atlantic,Atlantic,34,001,274549,274549
,"","","","","",,
797,34CS002,Bergen,Bergen,34,003,905116,905116
,"","","","","",,
798,34CS003,Burlington,Burlington,34,005,448734,448734
,"","","","","",,
799,34CS004,Camden,Camden,34,007,513657,513657
,"","","","","",,
800,34CS005,Cape May,Cape May,34,009,97265,97265
,"","","","","",,
801,34CS006,Cumberland,Cumberland,34,011,156898,156898
,"","","","","",,
802,34CS007,Essex,Essex,34,013,783969,783969
,"","","","","",,
803,34CS008,Gloucester,Gloucester,34,015,288288,288288
,"","","","","",,
804,34CS009,Hudson,Hudson,34,017,634266,634266
,"","","","","",,
805,34CS010,Hunterdon,Hunterdon,34,019,128349,128349
,"","","","","",,
806,34CS011,Mercer,Mercer,34,021,366513,366513
,"","","","","",,
807,34CS012,Middlesex,Middlesex,34,023,809858,809858
,"","","","","",,
808,34CS013,Monmouth,Monmouth,34,025,630380,630380
,"","","","","",,
809,34CS014,Morris,Morris,34,027,492276,492276
,"","","","","",,
810,34CS015,Ocean,Ocean,34,029,576567,576567
,"","","","","",,
811,34CS016,Passaic,Passaic,34,031,501226,501226
,"","","","","",,
812,34CS017,Salem,Salem,34,033,66083,66083
,"","","","","",,
813,34CS018,Somerset,Somerset,34,035,323444,323444
,"","","","","",,
814,34CS019,Sussex,Sussex,34,037,149265,149265
,"","","","","",,
815,34CS020,Union,Union,34,039,536499,536499
,"","","","","",,
816,34CS021,Warren,Warren,34,041,108692,108692
,"","","","","",,
,"","",New Mexico,"","",,2059179
,"","","","","",,
817,35CS001,Bernalillo,Bernalillo,35,001,662564,662564
,"","","","","",,
818,35CS002,Catron+Cibola+Sierra+Socorro,Catron,35,003,3725,60792
,"","",Cibola,35,006,27213,
,"","",Sierra,35,051,11988,
,"","",Socorro,35,053,17866,
,"","","","","",,
819,35CS003,Chaves,Chaves,35,005,65645,65645
,"","","","","",,
820,35CS004,Curry+Roosevelt,Curry,35,009,48376,68222
,"","",Roosevelt,35,041,19846,
,"","","","","",,
821,35CS005,Doña Ana,Doña Ana,35,013,209233,209233
,"","","","","",,
822,35CS006,Eddy,Eddy,35,015,53829,53829
,"","","","","",,
823,35CS007,Grant+Hidalgo+Luna,Grant,35,017,29514,59503
,"","",Hidalgo,35,023,4894,
,"","",Luna,35,029,25095,
,"","","","","",,
824,35CS008,Guadalupe and Nearby Counties,De Baca,35,011,2022,52630
,"","",Guadalupe,35,019,4687,
,"","",Lincoln,35,027,20497,
,"","",Quay,35,037,9041,
,"","",Torrance,35,057,16383,
,"","","","","",,
825,35CS009,Lea,Lea,35,025,64727,64727
,"","","","","",,
826,35CS010,Los Alamos+Santa Fe,Los Alamos,35,028,17950,162120
,"","",Santa Fe,35,049,144170,
,"","","","","",,
827,35CS011,McKinley,McKinley,35,031,71492,71492
,"","","","","",,
828,35CS012,Northeast New Mexico,Colfax,35,007,13750,53268
,"","",Harding,35,021,695,
,"","",Mora,35,033,4881,
,"","",San Miguel,35,047,29393,
,"","",Union,35,059,4549,
,"","","","","",,
829,35CS013,Otero,Otero,35,035,63797,63797
,"","","","","",,
830,35CS014,Rio Arriba+Taos,Rio Arriba,35,039,40246,73183
,"","",Taos,35,055,32937,
,"","","","","",,
831,35CS015,Sandoval,Sandoval,35,043,131561,131561
,"","","","","",,
832,35CS016,San Juan,San Juan,35,045,130044,130044
,"","","","","",,
833,35CS017,Valencia,Valencia,35,061,76569,76569
,"","","","","",,
,"","",New York,"","",,19378102
,"","","","","",,
834,36CS001,Albany+Greene,Albany,36,001,304204,353425
,"","",Greene,36,039,49221,
,"","","","","",,
835,36CS002,Allegany+Steuben,Allegany,36,003,48946,147936
,"","",Steuben,36,101,98990,
,"","","","","",,
836,36CS003,Bronx,Bronx,36,005,1385108,1385108
,"","","","","",,
837,36CS004,Broome,Broome,36,007,200600,200600
,"","","","","",,
838,36CS005,Cattaraugus+Wyoming,Cattaraugus,36,009,80317,122472
,"","",Wyoming,36,121,42155,
,"","","","","",,
839,36CS006,Cayuga,Cayuga,36,011,80026,80026
,"","","","","",,
840,36CS007,Chautauqua,Chautauqua,36,013,134905,134905
,"","","","","",,
841,36CS008,Chemung,Chemung,36,015,88830,88830
,"","","","","",,
842,36CS009,Chenango+Cortland,Chenango,36,017,50477,99813
,"","",Cortland,36,023,49336,
,"","","","","",,
843,36CS010,Clinton,Clinton,36,019,82128,82128
,"","","","","",,
844,36CS011,Columbia,Columbia,36,021,63096,63096
,"","","","","",,
845,36CS012,Delaware+Schoharie,Delaware,36,025,47980,80729
,"","",Schoharie,36,095,32749,
,"","","","","",,
846,36CS013,Dutchess,Dutchess,36,027,297488,297488
,"","","","","",,
847,36CS014,Erie,Erie,36,029,919040,919040
,"","","","","",,
848,36CS015,Essex+Franklin,Essex,36,031,39370,90969
,"","",Franklin,36,033,51599,
,"","","","","",,
849,36CS016,Fulton+Hamilton,Fulton,36,035,55531,60367
,"","",Hamilton,36,041,4836,
,"","","","","",,
850,36CS017,Genesee+Orleans,Genesee,36,037,60079,102962
,"","",Orleans,36,073,42883,
,"","","","","",,
851,36CS018,Herkimer,Herkimer,36,043,64519,64519
,"","","","","",,
852,36CS019,Jefferson+Lewis,Jefferson,36,045,116229,143316
,"","",Lewis,36,049,27087,
,"","","","","",,
853,36CS020,Kings,Kings,36,047,2504700,2504700
,"","","","","",,
854,36CS021,Livingston,Livingston,36,051,65393,65393
,"","","","","",,
855,36CS022,Madison,Madison,36,053,73442,73442
,"","","","","",,
856,36CS023,Monroe,Monroe,36,055,744344,744344
,"","","","","",,
857,36CS024,Montgomery,Montgomery,36,057,50219,50219
,"","","","","",,
858,36CS025,Nassau,Nassau,36,059,1339532,1339532
,"","","","","",,
859,36CS026,New York (county),New York (county),36,061,1585873,1585873
,"","","","","",,
860,36CS027,Niagara,Niagara,36,063,216469,216469
,"","","","","",,
861,36CS028,Oneida,Oneida,36,065,234878,234878
,"","","","","",,
862,36CS029,Onondaga,Onondaga,36,067,467026,467026
,"","","","","",,
863,36CS030,Ontario,Ontario,36,069,107931,107931
,"","","","","",,
864,36CS031,Orange,Orange,36,071,372813,372813
,"","","","","",,
865,36CS032,Oswego,Oswego,36,075,122109,122109
,"","","","","",,
866,36CS033,Otsego,Otsego,36,077,62259,62259
,"","","","","",,
867,36CS034,Putnam,Putnam,36,079,99710,99710
,"","","","","",,
868,36CS035,Queens,Queens,36,081,2230722,2230722
,"","","","","",,
869,36CS036,Rensselaer,Rensselaer,36,083,159429,159429
,"","","","","",,
870,36CS037,Richmond,Richmond,36,085,468730,468730
,"","","","","",,
871,36CS038,Rockland,Rockland,36,087,311687,311687
,"","","","","",,
872,36CS039,St. Lawrence,St. Lawrence,36,089,111944,111944
,"","","","","",,
873,36CS040,Saratoga,Saratoga,36,091,219607,219607
,"","","","","",,
874,36CS041,Schenectady,Schenectady,36,093,154727,154727
,"","","","","",,
875,36CS042,Schuyler+Seneca+Yates,Schuyler,36,097,18343,78942
,"","",Seneca,36,099,35251,
,"","",Yates,36,123,25348,
,"","","","","",,
876,36CS043,Suffolk,Suffolk,36,103,1493350,1493350
,"","","","","",,
877,36CS044,Sullivan,Sullivan,36,105,77547,77547
,"","","","","",,
878,36CS045,Tioga,Tioga,36,107,51125,51125
,"","","","","",,
879,36CS046,Tompkins,Tompkins,36,109,101564,101564
,"","","","","",,
880,36CS047,Ulster,Ulster,36,111,182493,182493
,"","","","","",,
881,36CS048,Warren,Warren,36,113,65707,65707
,"","","","","",,
882,36CS049,Washington,Washington,36,115,63216,63216
,"","","","","",,
883,36CS050,Wayne,Wayne,36,117,93772,93772
,"","","","","",,
884,36CS051,Westchester,Westchester,36,119,949113,949113
,"","","","","",,
,"","",North Carolina,"","",,9535483
,"","","","","",,
885,37CS001,Alamance,Alamance,37,001,151131,151131
,"","","","","",,
886,37CS002,Alexander+Catawba,Alexander,37,003,37198,191556
,"","",Catawba,37,035,154358,
,"","","","","",,
887,37CS003,Alleghany+Ashe+Avery+Watauga,Alleghany,37,005,11155,107312
,"","",Ashe,37,009,27281,
,"","",Avery,37,011,17797,
,"","",Watauga,37,189,51079,
,"","","","","",,
888,37CS004,Anson+Richmond,Anson,37,007,26948,73587
,"","",Richmond,37,153,46639,
,"","","","","",,
889,37CS005,Beaufort+Martin+Pamlico,Beaufort,37,013,47759,85408
,"","",Martin,37,117,24505,
,"","",Pamlico,37,137,13144,
,"","","","","",,
890,37CS006,Bladen+Columbus,Bladen,37,017,35190,93288
,"","",Columbus,37,047,58098,
,"","","","","",,
891,37CS007,Brunswick,Brunswick,37,019,107431,107431
,"","","","","",,
892,37CS008,Buncombe+Madison,Buncombe,37,021,238318,259082
,"","",Madison,37,115,20764,
,"","","","","",,
893,37CS009,Burke,Burke,37,023,90912,90912
,"","","","","",,
894,37CS010,Cabarrus,Cabarrus,37,025,178011,178011
,"","","","","",,
895,37CS011,Caldwell,Caldwell,37,027,83029,83029
,"","","","","",,
896,37CS012,Camden+Currituck+Pasquotank,Camden,37,029,9980,74188
,"","",Currituck,37,053,23547,
,"","",Pasquotank,37,139,40661,
,"","","","","",,
897,37CS013,Carteret,Carteret,37,031,66469,66469
,"","","","","",,
898,37CS014,Caswell+Person,Caswell,37,033,23719,63183
,"","",Person,37,145,39464,
,"","","","","",,
899,37CS015,Chatham,Chatham,37,037,63505,63505
,"","","","","",,
900,37CS016,Cherokee+Clay+Graham+Swain,Cherokee,37,039,27444,60873
,"","",Clay,37,043,10587,
,"","",Graham,37,075,8861,
,"","",Swain,37,173,13981,
,"","","","","",,
901,37CS017,Cleveland,Cleveland,37,045,98078,98078
,"","","","","",,
902,37CS018,Craven,Craven,37,049,103505,103505
,"","","","","",,
903,37CS019,Cumberland,Cumberland,37,051,319431,319431
,"","","","","",,
904,37CS020,Dare+Hyde+Tyrrell+Washington,Dare,37,055,33920,57365
,"","",Hyde,37,095,5810,
,"","",Tyrrell,37,177,4407,
,"","",Washington,37,187,13228,
,"","","","","",,
905,37CS021,Davidson,Davidson,37,057,162878,162878
,"","","","","",,
906,37CS022,Davie+Yadkin,Davie,37,059,41240,79646
,"","",Yadkin,37,197,38406,
,"","","","","",,
907,37CS023,Duplin,Duplin,37,061,58505,58505
,"","","","","",,
908,37CS024,Durham,Durham,37,063,267587,267587
,"","","","","",,
909,37CS025,Edgecombe,Edgecombe,37,065,56552,56552
,"","","","","",,
910,37CS026,Forsyth+Stokes,Forsyth,37,067,350670,398071
,"","",Stokes,37,169,47401,
,"","","","","",,
911,37CS027,Franklin+Warren,Franklin,37,069,60619,81591
,"","",Warren,37,185,20972,
,"","","","","",,
912,37CS028,Gaston,Gaston,37,071,206086,206086
,"","","","","",,
913,37CS029,Gates and Nearby Counties,Bertie,37,015,21282,86394
,"","",Chowan,37,041,14793,
,"","",Gates,37,073,12197,
,"","",Hertford,37,091,24669,
,"","",Perquimans,37,143,13453,
,"","","","","",,
914,37CS030,Granville+Vance,Granville,37,077,59916,105338
,"","",Vance,37,181,45422,
,"","","","","",,
915,37CS031,Greene+Jones+Lenoir,Greene,37,079,21362,91010
,"","",Jones,37,103,10153,
,"","",Lenoir,37,107,59495,
